"","name","ratingOverall","ratingKeyword","totalReviews","atmosphere","cleanliness","facilities","location","security","staff","valueformoney","address"
"1","
                        Emblem Hostel Nishiarai
                    ","
            9.4
        ","Superb","1604 Total Reviews",9.4,9.7,9.7,7.8,9.7,9.8,9.5,"Umejima 3-33-6, Adachi-ku"
"2","
                        Space Hostel Tokyo
                    ","
            9.2
        ","Superb","1631 Total Reviews",8.7,9.6,9.2,8.9,9.2,9.5,9.3,"2-26-11 Kitaueno, Taito-ku"
"3","
                        Hop Step Inn
                    ","
            9.2
        ","Superb","217 Total Reviews",8.5,9.4,9.5,8.6,9.6,9.5,9.1,"1 Chome-19-5, Kita-ku, Oji,Tokyo"
"4","
                        Planetyze Hostel
                    ","
            9.0
        ","Superb","275 Total Reviews",8.3,9.3,8.6,8.6,9.6,9.3,8.9,"2-24-9 Higashinihonbashi,Chuo-ku,Tokyo"
"5","
                        Uno Ueno
                    ","
            8.9
        ","Fabulous","210 Total Reviews",7.6,9.4,8.7,9.3,9.1,9.5,9,"1-23-7 Higashiueno, Taito-ku"
"6","
                        Grids Tokyo Asakusa-Bashi Hotel&Hostel
                    ","
            9.3
        ","Superb","98 Total Reviews",8.6,9.6,9,9.2,9.7,9.5,9.2,"11-6, 4Cho-Me Asakusabashi, Taito-ku"
"7","
                        Sakura Hostel Asakusa
                    ","
            8.9
        ","Fabulous","1919 Total Reviews",8.2,9.1,8.9,8.9,9.2,9.4,8.9,"2-24-2 Asakusa, Taito-ku"
"8","
                        Oakhostel Cabin
                    ","
            8.7
        ","Fabulous","1060 Total Reviews",8,9,8.6,8,9.2,9.3,8.6,"1-16 Hakozaki-cho, Nihonbashi, Chuo-ku, Tokyo Station / Nihonbashi"
"9","
                        Imano Tokyo Ginza Hostel
                    ","
            8.7
        ","Fabulous","129 Total Reviews",8.1,9.2,8.6,8.7,8.9,8.7,8.5,"1-5-10 Shintomi Chuo-ku, Tokyo"
"10","
                        Hostel bedgasm
                    ","
            9.6
        ","Superb","931 Total Reviews",9.6,9.8,9.5,9,9.5,10,9.6,"Iriya 2-29-2, Taito-ku"
"11","
                        GRIDS TOKYO AKIHABARA HOTEL&HOSTEL
                    ","
            8.9
        ","Fabulous","358 Total Reviews",8.1,9.4,9.2,8.6,9.5,8.8,8.8,"2-8-16, Higashi Kanda, Chiyoda-ku"
"12","
                        Bunka Hostel Tokyo
                    ","
            9.2
        ","Superb","431 Total Reviews",8.5,9.5,9.1,9.3,9.3,9.3,9.1,"13-5. 1-Chome, Asakusa, Taito-ku"
"13","
                        Sakura Hotel Nippori
                    ","
            9.4
        ","Superb","31 Total Reviews",8.3,9,9.7,9.7,10,9.7,9.7,"3-43-15 Sendagi, Bunkyo-ku"
"14","
                        Guesthouse Fete
                    ","
            9.2
        ","Superb","179 Total Reviews",9.6,9.4,9,8.4,9.2,9.6,9.2,"1-chome 39-1, Ishiwara"
"15","
                        Wise Owl Hostels Tokyo
                    ","
            9.2
        ","Superb","1021 Total Reviews",8.5,9.5,9.4,9.1,9.6,9.4,9,"3-22-9 Hatchobori, Chuo-ku"
"16","
                        Nui. Hostel & Bar Lounge
                    ","
            9.5
        ","Superb","1324 Total Reviews",9.4,9.7,9.6,9,9.4,9.7,9.5,"2-14-13, Kuramae,, Taito-ku"
"17","
                        Anne Hostel Yokozuna
                    ","
            9.0
        ","Superb","2450 Total Reviews",8.7,8.9,8.8,8.9,9.2,9.3,9,"4-38-5 Ryogoku, Sumida-ku"
"18","
                        CITAN Hostel
                    ","
            9.4
        ","Superb","660 Total Reviews",9.2,9.7,9.6,8.9,9.6,9.7,9.2,"15-2 Nihonbashi Odenmachou, Chuo-ku, Tokyo"
"19","
                        Hostel&Café East57 Asakusabashi
                    ","
            8.4
        ","Fabulous","114 Total Reviews",7.5,8.5,8.2,8.8,8.7,8.6,8.6,"1-10-8 Yanagibashi Taito-ku Tokyo"
"20","
                        Wise Owl Hostels Shibuya
                    ","
            9.1
        ","Superb","571 Total Reviews",9,9.3,9.1,8.7,9.5,9.3,8.9,"4-9-10 Aobadai, Meguro-ku"
"21","
                        Backpackers Hostel K's House Tokyo
                    ","
            9.4
        ","Superb","2767 Total Reviews",9.3,9.5,9.2,9.1,9.4,9.8,9.3,"20-10, Kuramae 3-chome, Taitou-ku,"
"22","
                        Kaisu Hostel
                    ","
            9.5
        ","Superb","862 Total Reviews",9.3,9.8,9.5,9.3,9.6,9.6,9.3,"6-13-5 Akasaka, Minato-ku"
"23","
                        Anne Hostel Asakusabashi
                    ","
            9.0
        ","Superb","3097 Total Reviews",8.7,9.1,8.6,8.8,8.9,9.4,9.2,"2-21-14, Yanagibashi, Taito-ku"
"24","
                        Unplan Kagurazaka
                    ","
            9.5
        ","Superb","778 Total Reviews",9.3,9.9,9.6,9,9.5,9.7,9.5,"23-1 Tenjin-cho, Shinjuku-ku"
"25","
                        UNPLAN Shinjuku
                    ","
            9.3
        ","Superb","13 Total Reviews",9.1,9.7,9.4,8.9,9.4,9.2,9.1,"Shinjuku 5-3-15, Shinjuku-ku"
"26","
                        hostel DEN
                    ","
            9.3
        ","Superb","199 Total Reviews",9,9.4,9.2,9.1,9.5,9.6,9.2,": 4-13-8, Nihonbashihoncho, Chuo-ku"
"27","
                        Imano Tokyo Hostel
                    ","
            8.9
        ","Fabulous","1084 Total Reviews",8.4,9.1,8.5,9.3,8.9,9.2,8.5,"Shinjuku 5-12-2"
"28","
                        Hikari House
                    ","
            8.9
        ","Fabulous","200 Total Reviews",8.3,9.3,8.9,9.7,8,9.2,9.1,"1-1-22, Hyakunincho, Shinjyuku Ku"
"29","
                        The Millennials Shibuya
                    ","
            9.7
        ","Superb","51 Total Reviews",9.3,10,9.9,10,9.6,9.7,9.3,"1-20-13 Jinnan"
"30","
                        Hotel&Hostel On the Marks Tokyo Kawasaki
                    ","
            9.3
        ","Superb","242 Total Reviews",8.9,10,9.1,9.1,9.6,9.3,9.3,"17-1.Ogawacho, Kawasaki ku, Kawasaki si"
"31","
                        Hotel Graphy Nezu
                    ","
            8.7
        ","Fabulous","458 Total Reviews",8.7,9,8.8,7.8,9.2,9,8.6,"Ikenohata 4-5-10, Taito–ku"
"32","
                        Khaosan Tokyo Origami
                    ","
            9.4
        ","Superb","1375 Total Reviews",8.9,9.3,9.2,9.3,9.5,9.8,9.5,"3-4-12, Asakusa, Taito-ku"
"33","
                        RYOKAN&HOSTEL WASABI Nippori
                    ","
            9.4
        ","Superb","245 Total Reviews",9.1,9.8,9.5,8.7,9.6,9.7,9.5,"6-24-16 Higashi Nippori, Arakawa ku"
"34","
                        IRORI Nihonbashi Hostel and Kitchen
                    ","
            8.0
        ","Fabulous","209 Total Reviews",6.8,7.7,7.8,8.7,8.5,8.2,8.5,"Nihonbashi Yokohamacho 5-13, Chuo-ku"
"35","
                        Khaosan Tokyo Samurai
                    ","
            9.2
        ","Superb","753 Total Reviews",8.5,9.2,9.2,9.7,9.2,9,9.4,"3-16-10, NishiAsakusa, Taito-ku"
"36","
                        AS House (Asakusa Smile)
                    ","
            8.1
        ","Fabulous","2285 Total Reviews",8,7.1,7.5,8.8,8.4,8.6,8.6,"2-20-10 Higashi Komagata, Sumida-ku"
"37","
                        JGH Tokyo
                    ","
            7.8
        ","Very Good","532 Total Reviews",8.1,6.8,7.3,7.2,7.5,9.1,8.4,"13-45, Nakacho,Kawaguchi-shi, Saitama Prefecture"
"38","
                        Almond hostel & cafe Shibuya
                    ","
            9.1
        ","Superb","147 Total Reviews",8.2,9.2,8.8,9.3,9.4,9.6,8.9,"1-7 Motoyoyogicho shibuyaku"
"39","
                        Turn Table Hostel
                    ","
            8.8
        ","Fabulous","105 Total Reviews",7.8,9.2,9.2,8.9,9.2,9.1,8.1,"10-3 Shinsencho,Shibuya-ku"
"40","
                        Khaosan Tokyo Kabuki
                    ","
            9.3
        ","Superb","2903 Total Reviews",9,9.4,9.2,9.6,9.3,9.7,9.2,"1-17-2 Asakusa Taitou-ku"
"41","
                        Oakhostel Fuji
                    ","
            8.6
        ","Fabulous","452 Total Reviews",7.6,8.6,8.8,8.6,9.5,8.7,8.4,"2-13-3 Higashikomagata, Sumida-ku"
"42","
                        Zabutton Hostel
                    ","
            9.2
        ","Superb","348 Total Reviews",8.7,9.3,8.7,9.2,9.5,9.6,9.3,"1-29-20, Higashiazabu, Minato-ku"
"43","
                        Tokyo Hostel Fuji
                    ","
            9.1
        ","Superb","247 Total Reviews",8.5,9.5,9.2,8.9,9.2,9.5,9.2,"2-23-2 Yayoi-cho Nakano-ku Tokyo"
"44","
                        Quality Hostel K's House Tokyo Oasis
                    ","
            9.2
        ","Superb","1013 Total Reviews",8.6,9.6,9,8.8,9.5,9.6,9.2,"14-10, Asakusa 2-Chome, Taito-ku"
"45","
                        Ace Inn Shinjuku
                    ","
            7.9
        ","Very Good","1825 Total Reviews",6.9,8,7.3,9,7.9,8.6,7.9,"5-2 Katamachi, Shinjuku-ku"
"46","
                        GRIDS TOKYO NIHOMBASHI EAST HOTEL&HOSTEL
                    ","
            8.8
        ","Fabulous","87 Total Reviews",8.9,8.3,8.9,8.6,8.9,9.4,8.9,"4-­7 Hisamatsucho Nihonbashi, Chuoku"
"47","
                        Kikka
                    ","
            8.5
        ","Fabulous","34 Total Reviews",7.7,8.9,8.3,8.9,8.9,9,8.2,"1-3-3 Higashi Kanda Chiyoda-ku"
"48","
                        Little Japan
                    ","
            8.9
        ","Fabulous","43 Total Reviews",8.8,8.6,8.9,8.4,9.2,9.3,9.2,"111-0053 Tokyo Prefecture, Taito-ku Asakusabashi 3-10-8"
"49","
                        Hiromas Hostel in Kanda
                    ","
            7.6
        ","Very Good","114 Total Reviews",6.6,8.3,7.7,7.7,7.7,7.7,7.4,"2-8-5, Iwamotocho, Chiyoda-ku, Tokyo"
"50","
                        Playsis East Tokyo
                    ","
            9.2
        ","Superb","16 Total Reviews",8.3,10,8.8,9.1,9.5,9.2,9.4,"2chorme-11-1 azumabashi, sumida, Tokyo"
"51","
                        Obi Hostel
                    ","
            8.2
        ","Fabulous","239 Total Reviews",7.8,8.6,7.6,8.1,8.1,8.9,7.9,"3-14, Yokoyamacho, Nihonbashi, Chuoku"
"52","
                        Stayto (former: Oak Hotel)
                    ","
            8.4
        ","Fabulous","2043 Total Reviews",7.8,8.6,7.4,8.8,9.2,8.8,8.4,"6-1-2 Higashiueno, Taito-ku"
"53","
                        &And Hostel Akihabara
                    ","
            9.0
        ","Superb","24 Total Reviews",7.9,9.1,8.8,9.6,9.2,9.2,9.2,"3-9-1 Sakuma-cho Kanda Chiyoda-ku"
"54","
                        Focus Kuramae
                    ","
            9.3
        ","Superb","6 Total Reviews",9.7,10,9.7,8.3,9.3,9.7,8.7,"4-21-2, Kuramae, Taito-ku"
"55","
                        Khaosan World Asakusa RYOKAN & HOSTEL
                    ","
            9.0
        ","Superb","2002 Total Reviews",7.9,8.6,9,9.4,9.6,9.1,9.3,"3-15-1, Nishi Asakusa, Taito-ku"
"56","
                        Khaosan World Ryogoku Hostel
                    ","
            8.9
        ","Fabulous","79 Total Reviews",8.5,10,8.8,8.3,8.5,9.3,9.3,"4-30-5 Ryogoku, Sumida-ku, Tokyo"
"57","
                        Oak Hostel Zen
                    ","
            8.7
        ","Fabulous","1184 Total Reviews",7.8,9.6,7.8,9.1,9.6,8.9,8.2,"3-3-3 negishi, Taito-ku"
"58","
                        Hostel Chapter Two Tokyo
                    ","
            9.7
        ","Superb","26 Total Reviews",9,10,9.7,9.9,9.9,10,9.7,"2-1-6, Kaminarimon, Taito"
"59","
                        Homeikan
                    ","
            9.0
        ","Superb","1160 Total Reviews",9.4,9.4,9.1,8.3,8.6,9.1,9.4,"10-5 Hongo, 5-Chome, Bunkyo-Ku"
"60","
                        Hostel WAQWAQ Tokyo Ueno Asakusa
                    ","
            8.3
        ","Fabulous","61 Total Reviews",8,8.7,8.7,8.7,7.1,8.5,8.5,"2-20-2, Kitaueno, Taito-ku, Tokyo"
"61","
                        Sakura Hotel Ikebukuro
                    ","
            8.3
        ","Fabulous","548 Total Reviews",7.7,7.9,7.9,9.1,8.3,8.7,8.9,"2-40-7 Ikebukuro, Toshima-ku"
"62","
                        Hostel Pumpkey Tokyo
                    ","
            7.9
        ","Very Good","56 Total Reviews",7.4,8.4,7.3,7.7,8.4,8.3,7.9,"21-25 Daikyo-cho,hinjuku-ku,Tokyo"
"63","
                        Good Diner Inn Copain
                    ","
            9.1
        ","Superb","18 Total Reviews",7.6,10,9.2,8.4,10,9.6,9.2,"1-8-2, Kami-Ikebukuro, Toshima-Ku, Tokyo"
"64","
                        Iza Tokyo Asakusa Guesthouse
                    ","
            9.0
        ","Superb","61 Total Reviews",8.6,9.1,8.6,8.9,9.1,9.8,9.1,"1-18-8 Higashi Komagata, Sumida-ku"
"65","
                        Book And Bed Tokyo Asakusa
                    ","
            9.1
        ","Superb","67 Total Reviews",9.2,9.6,8.6,9.2,9.6,9.6,8.2,"Kaminarimon 2-16-9 Pagoda Asakusa 6F,, Taito-ku,"
"66","
                        Hostel Wahaku Kotobuki
                    ","
            8.4
        ","Fabulous","15 Total Reviews",7.8,8.8,8.5,9,9,8.5,7.3,"Kotobuki 3-12-1,Taito"
